,sentiment,target,kfold
3673, film 2013de vizyon gir,negative,1
3674, müthiş film kesinlikle izle gel yorum yap mükemmel,positive,1
3675, çakan ırmak bekle tarz film güzel konu basın al film müzik etkile film anla yaklaş,positive,1
3676, güzel aksiyon film ol izle,positive,1
3677, izle zevk ver film süre kısa hemen bit anla oyunculugalaf,negative,1
3678, harika film gerçekten özelik kes hayat insan bilgin yan şans kader fark tatmin güzel anlat düşünce oluş akıl yer zaman,positive,1
3679, kötü kelime hafif kal borsa geçen koskoca dakika yazık üzüntü verici taraf gary ol adam film alet ol yeni mega fon yarat çalisilmis sonuç basari,negative,1
3680, jet özelik film yap basladigi ol komedi aksiyon tarz film süper film kare samuray kungfu unsur birer sanat ol muhteşem şekil anlat,positive,1
3681, film ev sinema seyret gaflet bulundumkirk dakika zor dayan kapatimson yular yapilmis kötü türk film abart ol,negative,1
3682, su gerçek film karakter film çek yapilmis ken yer koy hareket yap bil oyna geri bombossunu söyle unutmayayimherhalde kötü oyun uyaralamasidir,negative,1
3683, rezil film seyret oyun kani git adam film basın son yer sürü seyret senaryo yas çocuk yaz herhalde,negative,1
3684, izle,positive,1
3685, yap ark film güzelbunun tane film zaman izle korku film nelerkesinlikle berbat filmayrica insani ger fon vakit kayıp başka birey,negative,1
3686, basari filmcarmen electric koru koru yeni yet çocuk zor opusturmusler git ifade filmkomik degilingiliz akis sev tahammül sinir yüksel acikcasi kötü film,negative,1
3687, güzel film değ macera alaka küçük hayal kahraman konu ali çocuk film çocuk kötü amir saçma son tavsiye et,negative,1
3688, kral film ol il smith kati yüksek kıskan çatla,positive,1
3689, usta yönetmen robert zemeckisin amerikan yakin tarih normal insan fark bahis abi ol forest bumin göz takip anlatigi kısa süre modern klasik ol an çek yıl oscar boz sıcak eğlence duygusal harika başyapıt,positive,1
3690, film basın son sıkıl merak izle beğen gerçekten süper film pas son yap kurgu plan gerçekten izle film kacirmayin sunu söyle iste kadın gün ders artık gusül gusül dem kore,positive,1
3691, blok seri film bölüm anime güzel flimolacaga benze mutlaka mutlaka bölüm dizi izle izle lazım gün,positive,1
3692, ilginç film kötü cani sik oluyortürk sinema mükemmel kelime,positive,1
3693, prestij gerçekten güzel firma sasirmadimtek sasirdigim son aldinç his artık alisigimgüzel senaryo basari arkadaş esaret bedel prestij prestij hakaret ol demisbende film film anla,positive,1
3694, filmdiflags of ol fathersdan basari denebilirama film gerçekten tamamla,positive,1
3695, film vasat alt korku film yap iç komedi katmiyacaksin birey bekle hayal kirikligina uğra açikacasi yer halka japon versiyon öner,negative,1
3696, hayat berbat film izle türktoplumunu yansı insan obje ol göster yara saçma sap film ol,negative,1
3697, filmoyunculuk senaryo hersek harikaydiduragan ilerle sok iç tür duygu barın film olmusizlenmesi film,positive,1
3698, alisilagelmemis konu güzel oyun film ekici film iç sürekli yap iste yap kars çek harika ol film iç dikkat alın fazla söz yasa hikaye,positive,1
3699, stephen king hayrani ol film beyendimsenaryosu ol yönetmen ol oyun ol kesinlikle tavsiye et,positive,1
3700, film kadro süper kesinlikle tavsiyemdirbence kaçır film mükemmel,positive,1
3701, gösterim gir sinema izle şeref nail olabildikfilmin dikkat izle saçma soru kismibiseyler çık mutluizleyin mutlaka,positive,1
3702, film gerçekten güzel gün seri benze kabul et lazım seyir keyif heyecan film ol bilhassa şehir is görüntü gerçek bayıl,positive,1
3703, felaket film felaket film sinir boz iste sakin film izle nefret etik film can sik müzik kulak hafta boyunca git kabus,negative,1
3704, değer vakit yazık izle,negative,1
3705, sev sevdimçok sev film robert ciro harika harika aksiyon romantik süper,positive,1
3706, bakiyorumda aslan kral cop insani hayat sinema salon tanismasi anlam gel,positive,1
3707, izle film harika hikaye efekt ol film izle değer jul ver hayran izle geç,positive,1
3708, arkadaş film emek başka birey şahsen efekt beğen son bölüm gemi su bastiginda oran gemi film stüdyo odun ayan beyan orta,negative,1
3709, izle film kelime harika muhteşem filmaglamak iste ask abi çek bil isteaglaya alay izle gerçekten izle mükemmel romantik film,positive,1
3710, faks ol fathers git merak film bekle kocaman hayalkirikligi izle vakit kayıp izle birey kaybet,negative,1
3711, hayat izle berbat film hafta son keyif geçir zemin çal amaç film türk sinema gerçekten boz film berbat,negative,1
3712, basari film seyir güzel,positive,1
3713, güzel filmbastan son ekici film kopmuyorsunuzkurgu efekt numara izle film mutlaka gidinverdiginiz para hak et,positive,1
3714, tarz film favori daime begendimwil smith kombi mücadele kani don ada SMILEYPOSITIVE sıkıl izle film,positive,1
3715, kan gör nefret et kişi tavsiye et film,positive,1
3716, film gerçekten birinci film basari et gerçekten başar fazla söz söyle tür kötü film,negative,1
3717, fragman bugün tesadüfen izle konu itibari berbat film benze haydi hayri,negative,1
3718, senaryo kötü soru sor izin ver final insan gerçekten rezalet kelime kullan rahatla,negative,1
3719, devasa birey basyapitarkadaslar hala vizyon git film sinema izle zevk yasa teşekkür et,positive,1
3720, bas görün ol gerçek anladiginizda satirik gerilim dolu dakika adi atiginizda zaman harcamadiginizi ekran kocaman iç göz sabit bakislarinizda gör,positive,1
3721, müzikal sever mutlaka izle eğlence film izle şimdiden eğlence,positive,1
3722, hakikaten kötü anlam zaman kayıp ol fil kötü konu kötü oyun birleş ortada izle kötü fil çikiyorayiracaginiz zaman yazık ol fil sik birey yap fil izle,negative,1
3723, basit senaryo konu ol devam aksiyon sahne ol saçma sap film,negative,1
3724, hersek taraf görsel ekicilik ol bugün türkiye yapilmis teknik türk film özelik örnek alın sağlam yapimkutlarim,positive,1
3725, senaryo kötü insani tatmin et hala akıl soru işaret film giyim müzik güzel canan ırmak film kesinlikle beklemezdimayni film abdullah oğuz yap ol tahmin et,negative,1
3726, film izle mükemmel,positive,1
3727, film git izle kafa gore yorum yaz ilginç salah izle puan ver,negative,1
3728, robert ciro harikulade oyun dil yokla film tane star film yer sigdiramamak saçmalık,negative,1
3729, dil son yar sinema olay birisenaryosu oyun anlatım insancıl mesaj sinema saheseriholywod film koyver yap et film izle gerçek sinema gör,positive,1
3730, oscar aldigina inan,negative,1
3731, rezalet daniska artık yazık vala sersem yazık,negative,1
3732, film muhteşem son bil sine müthiş zevk al filmdenfilm hikaye son unut saki duymamisim şoke ugradimharika filmmutlaka izle,positive,1
3733, kötü zaman kayıp kötü nicolas cage film hayal lirik,negative,1
3734, kelime kötü filmseneryosu igrençsadece usta aktör film oyun film ol sinema çık su ana kötü türk film diyebilirimsakin sinema git izle,negative,1
3735, izle sinema film unut hafta ce bul tekrar izle çocuk hisset yasa aslan kral yer bambaşka,positive,1
3736, nakliyeci dürüst film el eastwod harika yarat sene iç,negative,1
3737, senaryo eksik kal sürü lise vardimahsun kirmizigülün film beğen ol,negative,1
3738, berbat sözcük kötü kelime iste kelime film sinir rezil film oyun kötü senaryo kötü kötü puan fazla ver,negative,1
3739, film timsah film gerilim gerçek çağ çek insani hikaye sopa timsah öl,negative,1
3740, dayan dakika dayan film oyun film adi oyna oyun ol savaş ayda dansöz yönetmen ol,negative,1
3741, mükemmel film mutlaka seyret cem özelik kesin seyret bilican sev,positive,1
3742, film anlat ol,negative,1
3743, film insani aglatmaski yahu film tür animasyon ol tuhaf değ,positive,1
3744, film liv tüy giyim hayat izle berbat film borsa zaman kaybet,negative,1
3745, hayal kirikligina sürat film hikaye enteresan iç dol,negative,1
3746, minogueun film ol çözemedimzaten film çöz saçmalık dolu azim aç,negative,1
3747, keyif izle fil benze,positive,1
3748, amaç film yap vazgeç artık seyirci hitap et insani dusunduren film yap yarat ol hala film yap duy anlam,negative,1
3749, çocuk film deyim geç lazım çocuk ol izle film ara ol sorumlu üzer animasyon film vakum tat,positive,1
3750, korkunç fatih deli ol inan vali film,negative,1
3751, abuk sabuk film heyecan başka birey,negative,1
3752, su hal bak dön intikam al yemin et çete basın harca baba serseri söyle söz akıl gel katil otopark otomobil sahne güzel,positive,1
3753, perde geri geri ger ikinci perde duygusal aktif bitir başka söz,positive,1
3754, hayret michael hanek dur dur holywodda gaye amerikalı oyun çek nedenhayret deha politik tavır zer kuşku ol ol,negative,1
3755, tamim vakit kayıp vasat film sırf iğrençlik ol yer kan sahne göz göz sok amaç ol basit film testere özenti hat saha testere antik ver kayıp ibaret,negative,1
3756, saçma konu mantık film üst para ver izle degmezinsani sinema soğut SMILEYPOSITIVE,negative,1
3757, iste film budurgerçek klasikalacakaranlik kıyasla film hakaret ol,positive,1
3758, kesinlikle öte ol forest run,positive,1
3759, hain an kopya,negative,1
3760, puan abartildigini düşün film tane,negative,1
3761, film yeni izle şimdiye izle film kesinlikle izle,positive,1
3762, yorum oku gerçekten sair herhalde başka film izle yada film güzel hayat gerilimkorku tür film izlememislerfilm kelime berbat senaryo oyun yer sürü korku film derece kötü,negative,1
3763, sev film kadro senaryo güzel diyalog sahne yer yokla film imkb al sıra herhalde 250 film,positive,1
3764, son derece kötü fil açikcasi şafak sefer yapım bekle küfür et millet küfür et ekle örnek salon gör paso küfür et basit film komik sahne ver tabi genel anlam kötü,negative,1
3765, muhteşem film su ana izle film etkile duygu ara yasa sürekli kovalamaca iç ask is iç fantastik gir,positive,1
3766, of bit santim sik film son dakika sik he iç kararticiydibi tv falan rastla kesinlikle izle,negative,1
3767, film sağ sürükleyici ol merak et,negative,1
3768, film izle tut göz yasla süz su ana aile film çakan ırmak tebrik et film yap türk toplum bilinçlen film oscar,positive,1
3769, harp peter seri kötü film um film güzel ol izle git film değ,negative,1
3770, yar 204 yıl çek film bas,negative,1
3771, berbat berbat berbat birinci film birlestiricektiniz sahne aston luther oyna kurtul film,negative,1
3772, etkile filmoyuncular süper ol gerçekten film çek ortayaduygusalasiyosunuz zamanla genel mutlu hisediyosunuzbelki film ani yarat içindirumarim liste herze SMILEYPOSITIVE izle,positive,1
3773, çakan ırmak insani yap film kal izle değer olacaktirsabirsizlikla bekliyorummustafa hak herze sinema gör mutlaka git,positive,1
3774, olağanüstü kelime başyapıt,positive,1
3775, kelime anlat film psikopat bil kan vahşet git tabakla gerçekten zaman kayıp falan filanbaska film git takva son umut vsköstebege git kal,negative,1
3776, çek yıl paha film ol insani kazan yapım lise fena patlamisti tür örnek tercih et,negative,1
3777, tom hans senaryo film isim,positive,1
3778, jason stator tür film adam film izle gerçekten izle film,positive,1
3779, stefan king roman film yap bencebiraz karmaşık sürükleyici konu ver son zaman izle heyecan korku film,positive,1
3780, kalite espri ol anlamadiginiz ekran lig dur sahne uzun son zaman seyret kötü film kötü,negative,1
3781, belgesel niyet izle komik korku film,negative,1
3782, saka fragman izle berbat görün,negative,1
3783, kötü film birey anlamadimvakit kayıp derimizlemesenizde ol,negative,1
3784, kesinlikle izle zaman kabine heyecan korku yatak oda uyu dur sik,negative,1
3785, zaman et salisilat virüs oyun kadro gör değer,negative,1
3786, su ana izle korkugerilimdikonusu güç sunulmusfilmin bas karakter isinilmasi uzun tut ol ara film düşük puan ali anla,positive,1
3787, kent tarantinonun zeki başka ürün film ol film müzik grasilmis harika meydan getir kelime harika,positive,1
3788, ol türk sinema önem oyun ara ol yapıt orta çikamamis üzücü,negative,1
3789, kelime mükemmel,positive,1
3790, küçücük çocuk isle sinema film yıl tekrar izle duygulandirdimuhtesem film zaman izle mazi okur oku izle lütfenstrongun film yer ayrı,positive,1
3791, izle film tane sonuç son kesin söyle ol son bekle hakket kesinlikle tavsiye et,positive,1
3792, dün git izle konu espri murat sefer seslen bura murat bey komedi film falan yap sinema git izle kötü arkadaş gül koltuk falan düş iddia et enteresan,negative,1
3793, mustafa altioklardan bekle kötü film seray sever oyun berber kanser burak sergen beğen son ol yap bil,negative,1
3794, güzel,positive,1
3795, izle film arasindachristian bale gerçek oyun,positive,1
3796, bugün izle berbat film sakin sakin izle zaman kaybet film birey kurgu oyun senaryo müzik birey,negative,1
3797, film hasta tedavi yöntem güzel film izle lanetli ada hasta anestezi kivamininda film,negative,1
3798,,positive,1
3799, nuri bilgi ceylan film yap vazgeç kötü film izle kurtul,negative,1
3800, film ugrasanizda izle bulamadiginiz son varherseyi çöz an ters köse yatır film sürükleyici muazzam film ol zaman film,positive,1
3801, izle sok aksiyon dolu süper film,positive,1
3802, korkut bay ger adi boş gerilim film,negative,1
3803, türk sinema ağla konum ol göster film,negative,1
3804, film bit gerçekten harika film git devam et gerçekten üz SMILEYNEGATIVE,negative,1
3805, yakin zaman izle film ah kafir film sinema film,positive,1
3806, film kötü kesinlikle izle,negative,1
3807, kötü çocuksu,negative,1
3808, saçmala film öde kurum sinema tarih yap hakaretirsinemamizin komşu ülke sinema ara güdük kal sebep,negative,1
3809, film konu saçma bit son sakin sakin izle arkadaş,negative,1
3810, bey son derece izle iste film izle kötü,positive,1
3811, hayat izle numara film üst tanı enyayada braveheart he marki saygı,positive,1
3812, fantastik film deli ol memnun olmadigim film kötü senaryo kötü oyun ol bel vasat macera fazla,negative,1
3813, hastalık film devam et konu ol sinema karantina yakala sinema,negative,1
3814, izle berbat gerilim film kar anlam kar film ol hayalkirikligi konu saçmala boş film diebilirimki vakit nakit kayıp,negative,1
