sentiment,target
"flags our fathers cok hosuma gitmisti,bu yüzden merakla bu filmi bekledim ama kocaman bir hayalkirikligi,izlerseniz vakit kaybi izlemezsenizn birsey kaybetmezsiniz",negative
"bogazimda dügümlenerek. gözyaslarima hakim olamadigim. ve zaman zaman kahkahalar attigim,. romantik kismi agir basan. ama komedisiyle lezzetlenmis güzel bir film... benim gibi film izlerken aglamayi sevenler -mazosist-  bu filmi kaçirmasin. iyi seyirler../9. .",positive
hayatimda izledigim en iyi dram filmi. ilk defa bir filmde bu kadar duygulandim. tek kelimeyle mükemmeld..,positive
film afisinin vadettiklerini bulamiyorsunuz.daha çok amerikan güzeli tarzinda ama onun çok uzaginda bir film.,negative
dört dörtlük bir film...,positive
filmi bugün izledim.ilk yarisi resmen alper arkadasimizin sapikliklarini izledik.sonu da öyle çok da güzel degildi.yine de emek harcanmis.yola devam çagan irmak..,negative
güzel degil arkadaslar tv programi gibiydi..,negative
su filmi gerçekten çok merak ediyorum kurgunun ötesinde bir yapi olmasi lazim.,positive
küçük yigenim istedi götürdüm sikintidan patladim... uyudum sinirim bozuldu.,negative
"gunslingera katiliyorum. bazi filmleri izlemek yetmez. israrla tekrari gerekir. belirsiz araliklarla izlenmesi gereken filmlerden biri de bu filmdir. zaman zaman ihtiyacini hissettigim diger filmler bazilari rezervoir dogs, fight club ve 24. gündür. izlemeyenlerin izlemesi tavsiyesi ile..",positive
bir kaç ses oyunu ve makyajla salona gelenleri korkutmaya çalismislar.hikaye falan yok zaten !1 puan bu filme çok bile..,negative
"hikayesi, oyuncularin performansi kadar iyi degildi. nasil desem sanki bir seyler eksik gibiydi. ama filmin sonu bu hikayenin eksikligini gidermeye yetti de artti bu film hikayesi disinda 10 u hakeder. bu haliyle .",positive
film aksiyon ve heyacan olarak mükemmel.1dk.bile sikilmiyosunuz izlerken.ancak bence jason statham gibi karizmatik biri oynamamaliydi bence.hele o alanen sevisme sahnesi yokmu:)hiç yakismamis bizim adama...yinede film güzeldi..,positive
iyi bir son için izlenecek kalitede bir film degil. sadece sonu isi kurtarmaz. hiçbir heyacan hiçbir aksiyon ya da dram yok. ama tek sahnede filmi göge çikaranlar var. kalan sahnelerde resmen uyuyorsunuz. izlemeye degmez..,negative
filmi izlemedim ama afis çok kötü olmus..ne o öyle kurbanlik koyunlar gibi siralamislar kafalari...,negative
ben bu filmi enfes buldum ..eminim ki bi çok kiside benimle hem fikirdir..sonunun harika noktalandigi insanin agzini açik birakan muhtesem bi yapim diebilirim..her zamn oldugu gibi yine zeka kazanmis..zekice kurgulanmis olaganüstü bi seneryo..bu film izlenir...,positive
"izlerken, ben daha önce hic bu kadar güzel bir film izlememisim dedirten bir basyapit.. aglatan, güldüren, düsündüren.. kisaca hersey var bu filmde. oyunculuk süper, kadro mükemmel..",positive
izlerken izledikten sonra da suratimda hep bu ifade vardi.. hele filmden önce ( yaklasik 2 ay oluyo) hokkabaz izlenmisse ve ordaki mazhar alanson da sizi boyle gulumsettiyse (ama sadece mazhara alanson gerisi boztu filmin) iste bu filmdede ister istemez akliniza mazhar alanson geliyor.. . .,positive
konu bulamiyorlar döndürüp duruyorlar... zeka ürünü filmlere ihtiyacimiz var. türü önemli degil biraz rasyonel ve gerçekci yapitlara ihtiyacimiz var. okul ve gençlik filmlerimiz tam bir facia :s.,negative
10 numara bir filmm...su ana kadar kii en güzel korku filmi bence..helall olsunn adamlara...,positive
"orjinal bi drama filmi konusu, oyunculuklari, görüntüleri gerçekten iyi... küçük bi eksik: soundtrack(:.",positive
bu bir mucize!!!. . kesinlikle öyle. müthis bir film... herseyiyle birbirine uymlu aengin nerdeyse hiç kaybolmadigi insanin içini isitan olaganüstü bir yapim. 10....,positive
çok sikici. film olsun diye yapilan konusu saçma sapan yasli 2 yildizin harcandigi bir film..,negative
"gercektende cok güzel bi filmdi.. sinemada 2 kere, bilg.da bi cok kere izledim bu filmi.. oyuncularin performansi gercekten kada deger....",positive
"filmi hiç begenmedim, içi bombos ne yazik ki..sacma sapan replikler, savas sahneleri güzel ama hiçbir konu detayli degil..",negative
süperrrr bi film eglenceli herkesin izlemesini tercih ederim çekene helal.....,positive
harry potter okurlarinin bir çogu zaten izelmistir izlemeyenler için söylüyorum. kendinizi yorup da gitmeyin filme. bu kadar saçma sapan çekilen bir harry pootter filmi daha yoktur. harry pootter hayrani olmayanlar içinse idare eder bir film çok sey beklemeyin.,negative
filmi seyretmeden önce çok merak ediyordum. bence film gerçekten güzel. konusu alisilmis olmasina ragmen yinede izlerken heyecanlandiriyor insani. ama sonu çok vasat.çok daha güzel olabilirdi..,positive
otel filmi ilk 20 dk filan biraz sikici ama ondan sonra iyi bir gerilim basliyor kan dehset ne ararsan war yani walla bazi sanelerde telewiz yona bakamadim ele asyali kizin güzünü kesme sahnesi çok igrenç ti.,positive
ya arkadaslar film neden hala gösterime girmedi bilen var mi? ilk olarak 26 mayis demislerdi sonra 6 haziran simdi de 11 temmuz neden sürekli erteleniyor?.,negative
bir kere kevin costner dedigin zaman orda durcan zaten her seyi asmis bi aktör filmde muhtesem fazla söze gerek yok iyi seyirler ....,positive
tek kelimeyle mükemmel 10 üzerinden 10.....,positive
büyük umutla gidip hayal kirikligi yasadigim bir filmdi.ilk yarisini beklemeden çiktim.bu türü sevenler olabilir ama çok rahatsiz edici saçma sahneleri vardi.filmin ismi de yanlis seçilmis kanaatimce.kisacasi paraniza yazik..,negative
berbatin fransizcasi dante herhalde. (: bir film bu kadar mi kötü olur. senenin en kötü filmi. seyretmek istiyorsaniz allah sabir versin size..,negative
"mutlaka izleyin derim ben. çok hosuma gitti. film tamamen bir basyapit.. ""dikkatli izliyor musunuz?"".",positive
hanna çok fazla dövüs sahnesine ragmen çok sikici bir film...izlemesinizde olur yani..,negative
çok süper bir film william hurta rol çok yakismis tabiki costner ve demi moore çok iyiler izlenmeli.,positive
"film çok güzel ve eglenceli:)senaryo gayet güzel yönetmen basarili sayilir,oyuncular özveriyle çalismislar kesinlikle tavsiye ederim",positive
"umut dolu beklenislerin, vasatla son bulusu bence devami çekilmemeli, bombos bir yapim..",negative
"""gecenin kanatlari"" , dedikleri kadar varmis. çok berbat bir filmdi, yapmacik bir senaryo ile anca bu kadar....",negative
çok sikiciiii . . . vasattt bir filmmmmm. . ..,negative
"ilk iki filmin gerisinde kaliyor, yönetmen kusuru çok, vasat bir film..",negative
filme gitmedim ama gitmeyide düsünmüyorum. daha iyi seçenekler olabilir bundan baska.,negative
kesinlikle muhtesem bir film herkesin izlemesini tercih ederim.hele sonu var ya....,positive
cok da ii degildi filmin sonuna dogru olacaklari tahmin edebiliyorsunuz.,positive
"bende dün izledim filmi,bence çok basarili bir film özellikle yalnizlik hissi mükemmel yansitilmis will smithin hakkini vermnek lazim.sonu o kadarda kötü bitmemeis bence kessinlikle tavsiye ederim.",positive
çok güzel bütün amacina ulasan bir film yapilmis.bilmedigimiz seyleri ögrendik ve çok düsündük bir o kadar da güldük..,positive
vizyondaki diger filmlere göre bence izlenmeyi en çok hak eden film..,positive
boyle bir konu ancak bu kadar sacma yapilabilirdi.sonuc:husran,negative
fragmanina bakip aldanmayin. gerçekten kötü bir film gitmemenii siddetle tavsiye ederim..,negative
anlayabilmek icin son 5 dkkaya ihtiyac olunan filmlerden bisey beklenmemeli zaten gayet gereksiz siradan...oyuncular iyi saylabilir.ama film cok kotu senaryo vasat in altinda. .,negative
"yürege dokunan,harika bir film.babami kaybettikken kisa bir süre sonra izledim komaya girdim bir daha izlememeye karar verdim.çok etkileyici..mutlaka izlenmeli!!.",positive
daha önce imaxta beowulfu izlemistim ve imaxin real d den çok daha basarili oldugunu gördüm. perde boyu çok kisaydi imax sinemalarina göre ve görüntü kaliteside 4*4lük degildi. aradaki farki anlamak için kara sovalyeyi imaxta izlemenizi tavsiye ederim...,positive
"samimi bir film... oyuncular sanki oynamamislar, yönetmen onlari serbest birakmislar,takilmislar öylece... bu da izleyicinin aidiyet duygusunu körüklüyor filme... teselli edici bir hikaye... niye içimizde tutuyoruz hislerimizi? sorusuna yasa! diyerek cevap veriyor.... .",positive
sakin gitmeyin arkadaslar gerçekten hayatimda izledigim en kötü filmlerden biriydi bastan sona sikici.,negative
iyi bir film degil.özellikle gerilim sahneleri tam bir facia.telefondan böcük çiktigi sahneyse yerle yatirdi gülmekten,negative
saglam bi senaryosu olmayan insanliktan çikmis vahsice islenen cinayetler bulunan sex ve katliamin iç içe bulundugu bir film..,negative
gayet basarili ve oyucu seçimi çok iyi olan bir film.eglendirici dinlendirici coskulandirici bir film olmus. izleyin neseniz yerine gelsin .,positive
bence film güzel olmus ama mükemmel degil gora dan aldigim zevki bu filmden alamadim.yinede film güzel olmus oyuncular tam anlamiyla kendilerini asmislar.....,positive
film güzeldi bence korkmami da sagladi ama kan olayi biraz fazlaydi midem alt üst oldu.,positive
harika bir film ölmeden izlenmesi gerekenler arasinda.,positive
tarihi olaylari anlatan filmleri seviyorsaniz güzel bir film. oyunculuklar da iyi. aksiyon olmamasina ragmen filmden kopmadan izledim. .,positive
"yaziklar olsun. daha önce bir çok kötü film izledim ama hayatimda gittigim en ucuz ve en kötü filmdi diyebilirim. güzel bir afis yap, saglam isimlerle donat ki bir güven olussun ve içine ne koyarsan koy. ucuz, seviyesiz, komedisiz, bir filmden beklemediginiz hersey....",negative
hayatimda izledigim en güzel kurguya sahip film diyebilirm...filmdeki zaman kavrami çok güzel islenmis..zaten hugh jackmanin oyunculugu tartisilmaz....,positive
gerçekten çok güzel ve hüzünlü bi filmdi..nihayet film sayesinde adim aglak çikoyada çikti o derece yani,positive
"yönetmene bakiyorum, oyunculara bakiyorum birde filme...son derece kötü bir film...amaç yok, senaryo yok, oyunculuk yok anlamadim bu oyuncularin ne isi var burda zaten cage uzun zamandir böyle kumar borcumu var nedir..",negative
"tamamiyle vakit kaybi, vasat bir film... sirf igrençlik olsun diye gereksiz yere kanli sahneleri gözümüzüe gözümüze sokan hiçbir amaci olmayan basit bir film... testere özentiligi hat safada. ama en azindan testere de bir mantik vardi. dedigim gibi vak,t kaybindan ibaret....",negative
aslinda konusu çok klasik ama yinede basarili bir yapim. biraz yavas ilerliyor o kadar....,positive
gerçekten çok güzel bir film sonu biraz kisa olmus ama izlenilicek bir film olmus zaten will smith in filmleri bir baska oluyor..,positive
flimi izlemedim ama eminim sahane bir flimdir amasyadan leon.,positive
2 sihirbazi konu alan bu filmde yönetmen de filmin 3.sihirbazi olarak gerçek büyüyü bize sunuyor.filmin sonu da bu büyünün prestij bölümü oluyor ve ayakta alkisliyorsunuz..,positive
bu haftanin en iyi filmi kesinlikle hatta bu yazin en iyisi.... jason statham tasiyici serisindeki muhtesem oyunucu yine ortaligi birbirine katmis. bu adamin oldugu filmlere gözünüz kapali gidin arkadaslar. muhtesem,positive
kaliteli bir film degil basit ve tam bir hayal kirikligi.,negative
kesinlikle izlenmeli.,positive
enteresan senaryolu izlenebilir bir film.bu arada arkadas güzel bir tesbit yapmis helikopterden atlama sahnesi ile ilgili. katiliyorum arkadasa çok saçma olmus gerçekten..,positive
az bir bütçeyle kaliteli bir film haline getirilmis.ben bu filmin çocugun babasina çok düskün oldugunu baba çocuk sevgisini ortaya koymustur.ben .,positive
filmi 10 ve 11 yasindaki 2 çocugumla dvdde seyrettik.oglum sikilip bitirmeden birakti.kizimla sonuna kadar izledik.güldük dersem yalan olur.birkaç yerinde tebessüm ettik..,negative
film güzel ama ben sürekli popülerlik pesinde olan sinan çetinden pek hazzetmedigim için biraz önyargiyla izledim filmi.sinan çetine kadir inanir da katilmis oldu böylece en iyi olanlar müjde ar ve okan bayülgendi..,negative
berbat bir film. paraniza yazik. gitmeye degmez.,negative
etkileyici bir anlatima sahip basarili bir drama....,positive
ben filmi kötüleyenleri anliyamiyorum. hani derler ya bastan sona sürükleyici bu sözleri hak eden izledigim tek aksiyon filmi. kesinlikle izlenmesi gerek oyunculuklar senaryo sürüklüyeciligi süper bi kaç sahnede abartmislar ama o da yakismis,positive
güzel ve sicak bir film...izlerken keyif alacaksiniz...,positive
yanii oyuncular için 5 puan.güldügüm sahneler 2 dir. o da gürgen özün old sahneler...türkler romantik komedi yapmasindrama devam,negative
tek kelimeyle mükemmel.,positive
böyle film yok yanii üff çok kaliteli ve esasli bi basyapit.tom hanks'in performansi harikaydi zaten diger oyuncularda fena degildi.aldigi oscarlari sonuna kadar hakediyor...!!!.,positive
1. filme göre oldukça zayif kalmis yinede türünün izlenilesi filmlerinden biri..,negative
"filmin bence tek eksikligi kisa sürmesiydi,musa bey müthis oynamis yine..",negative
ilk filme fragmaninda gördügüm savas sahneleri yüzünden gittim ama bekledigim gibi digildi daha çok küçük çocuklara hitap eden bi filmdi umarim ikincisini daha güzel yaparlar ilk film savas sahnesi disinda sikiciydi çünkü.,positive
"konu hep bildigimiz konu.yani virüs yayilir, herkes ölür yada ölüden beter olur.kalan saglar da sonuna kadar savasir.fakat bu türün gerçekten iyi bir örnegini izlemeye hazir olun derim.heyecan tam, sürükleyicilik sonuna kadar ve güzel bir son.bence izlemeye deger..",positive
tarantinoooo haddimizemi sana yorum yapmak!!! sen tarihin unutamiyacagi adamsin manyak herif!!!.,positive
"film simdiye kadar izledigim filmlar arasinda en iyisi inanin titanicten bilene güzel diyebilirim.... bu tip filmler bi harika ya  hayat güzeldir,piyanist,yesil yol,titanic ve forrestgump***.",positive
tek kelimeyle muazzam bir film herkese gitmesini tavsiye ediyorum bu filmi izlemezseniz çok sey kaçirirsiniz.,positive
"her seyine çok emek sarfedilmis bir film. senaryosu, ekibi, makyaji, kostümü ben burdayim diyor..",positive
"psikolojim bozuldu, sinirden agladim...ama testere yle kiyaslamak gerekirse(nedense öle bi gereksinim duyarim hepdaha ii olduunu söyleyebilirim kanimca...",negative
"filmin konusu vasat, filmi izlerken çok fazla heyecan duymuyorsunuz ancak aksiyon sahneleri ve kevin baconun oyunculugu filmi izlenebileck bir seviyeye tasimis.",negative
"berbat,igrenç,...bütün kötü sifatlar bu film için söylenebilir..filmin türü belli degil...ilk cd erotik tam 16 yas alti ergenlik çagina girmis erkek çocuklar için sankii american pie tarzi,2. cd ise wolf creek gibi wahsettttt ...izlemeyinnn..ne geregi var ..mide bulandirici...",negative
"hayatimda izledigim en güzel filmlerden biri,baskalarinin yorumlarina kanip gitmemezlik yapmayin gerçekten seyredilmeye deger bi film,etkisinden uzun sure çikamiyacaksinz ama :)filim bitince içinizi güzil bi his kaplayacak ;)bana güvenin....",positive
kesinlikle berbat bi film.sizin için zaman kaybi olur.,negative
rezil bi film bu yorumlar nedir ya ??. sikintidan geberdim bu filmi izlicenize 2 saat oturup tavana bakin daha iyi. sakin yorumlara bakip izlemeyin bu filmi benden söylemesi sora pisman olmayin.,negative
"hayatimin filmi diebilirim ""freedoom"" die haykirisi hala kulaklarimda...",positive
türk sinemasinin kalitesini yükselten süper bir film oyunculuk süper hele o küçük çocuk yokmu bitirdi beni,positive
"mükemmel bir film , öyle sahneleri varki gözünüzdeki yaslar kurumadan yenileri akip duruyor. beyazperdede aldigi puani sonuna kadar hakeden bir film. mutlaka izleyin..",positive
"izledigim en iyi,müzik ile senaryonun harmanlandigi kaliteli filmlerden birisi.her türden film izlerim ve içinde müzikde varsa diyenlerin kesinlikle kaçirmamasi gereken bir film.masalsi anlatimin vè iyi oyunculuklarin sonucunda film keske bitmeseydi dedim..",positive
